"S21 Log Mag"
"Frequency (Hz)","dB",
9838206375, 7.986296e+000,
9855081000, 7.958577e+000,
9871955625, 8.003605e+000,
9888830250, 8.083158e+000,
9905704875, 8.192039e+000,
9922579500, 8.288301e+000,
9939454125, 8.282626e+000,
9956328750, 8.234988e+000,
9973203375, 8.220647e+000,
9990078000, 8.247274e+000,
10006952625, 8.261250e+000,
10023827250, 8.172479e+000,
10040701875, 8.028401e+000,
10057576500, 7.994668e+000,
10074451125, 8.057106e+000,
10091325750, 8.138325e+000,
10108200375, 8.205873e+000,
10125075000, 8.210812e+000,
10141949625, 8.175508e+000,
10158824250, 8.200150e+000,
10175698875, 8.257585e+000,
10192573500, 8.269393e+000,
10209448125, 8.254757e+000,
10226322750, 8.179873e+000,
10243197375, 8.051507e+000,
10260072000, 7.943456e+000,
10276946625, 7.848701e+000,
10293821250, 7.785387e+000,
10310695875, 7.852568e+000,
10327570500, 7.993972e+000,
10344445125, 8.131831e+000,
10361319750, 8.202460e+000,
10378194375, 8.191418e+000,
10395069000, 8.204325e+000,
10411943625, 8.272453e+000,
10428818250, 8.357204e+000,
10445692875, 8.390717e+000,
10462567500, 8.399694e+000,
10479442125, 8.358299e+000,
10496316750, 8.259761e+000,
10513191375, 8.051784e+000,
10530066000, 7.858530e+000,
10546940625, 7.810254e+000,
10563815250, 7.919742e+000,
10580689875, 7.994676e+000,
10597564500, 8.045084e+000,
10614439125, 8.056515e+000,
10631313750, 8.077117e+000,
10648188375, 8.169264e+000,
10665063000, 8.298514e+000,
10681937625, 8.397921e+000,
10698812250, 8.468560e+000,
10715686875, 8.464813e+000,
10732561500, 8.350241e+000,
10749436125, 8.195197e+000,
10766310750, 8.113836e+000,
10783185375, 8.191868e+000,
10800060000, 8.344976e+000,
10816934625, 8.419930e+000,
10833809250, 8.334138e+000,
10850683875, 8.159766e+000,
10867558500, 8.024635e+000,
10884433125, 8.050572e+000,
10901307750, 8.168590e+000,
10918182375, 8.218805e+000,
10935057000, 8.214942e+000,
10951931625, 8.159738e+000,
10968806250, 8.160648e+000,
10985680875, 8.137563e+000,
11002555500, 8.011893e+000,
11019430125, 7.828444e+000,
11036304750, 7.744320e+000,
11053179375, 7.780320e+000,
11070054000, 7.930912e+000,
11086928625, 8.171630e+000,
11103803250, 8.325424e+000,
11120677875, 8.334850e+000,
11137552500, 8.300321e+000,
11154427125, 8.288403e+000,
11171301750, 8.277381e+000,
11188176375, 8.247477e+000,
11205051000, 8.199995e+000,
11221925625, 8.161054e+000,
11238800250, 8.138920e+000,
11255674875, 8.171676e+000,
11272549500, 8.266973e+000,
11289424125, 8.312466e+000,
11306298750, 8.163499e+000,
11323173375, 7.875769e+000,
11340048000, 7.557007e+000,
11356922625, 7.413383e+000,
