"S21 Log Mag"
"Frequency (Hz)","dB",
6733275375, -4.526603e+000,
6750150000, -4.642442e+000,
6767024625, -4.704833e+000,
6783899250, -4.624519e+000,
6800773875, -4.547418e+000,
6817648500, -4.533735e+000,
6834523125, -4.554245e+000,
6851397750, -4.542527e+000,
6868272375, -4.537014e+000,
6885147000, -4.533392e+000,
6902021625, -4.562932e+000,
6918896250, -4.694228e+000,
6935770875, -4.825669e+000,
6952645500, -4.839497e+000,
6969520125, -4.742835e+000,
6986394750, -4.711458e+000,
7003269375, -4.812950e+000,
7020144000, -5.031406e+000,
7037018625, -5.187442e+000,
7053893250, -5.090506e+000,
7070767875, -4.844428e+000,
7087642500, -4.637010e+000,
7104517125, -4.611293e+000,
7121391750, -4.652362e+000,
7138266375, -4.719487e+000,
7155141000, -4.732317e+000,
7172015625, -4.686620e+000,
7188890250, -4.770509e+000,
7205764875, -4.954657e+000,
7222639500, -5.023455e+000,
7239514125, -4.959352e+000,
7256388750, -4.844883e+000,
7273263375, -4.805793e+000,
7290138000, -4.845243e+000,
7307012625, -4.889694e+000,
7323887250, -4.838426e+000,
7340761875, -4.744363e+000,
7357636500, -4.721591e+000,
7374511125, -4.702240e+000,
7391385750, -4.728026e+000,
7408260375, -4.742433e+000,
7425135000, -4.711060e+000,
7442009625, -4.711717e+000,
7458884250, -4.714193e+000,
7475758875, -4.766279e+000,
7492633500, -4.788472e+000,
7509508125, -4.782196e+000,
7526382750, -4.803943e+000,
7543257375, -4.806209e+000,
7560132000, -4.886747e+000,
7577006625, -4.921168e+000,
7593881250, -4.875916e+000,
7610755875, -4.802919e+000,
7627630500, -4.776713e+000,
7644505125, -4.794967e+000,
7661379750, -4.828308e+000,
7678254375, -4.887841e+000,
7695129000, -4.932482e+000,
7712003625, -4.885381e+000,
7728878250, -4.924911e+000,
7745752875, -4.994074e+000,
7762627500, -4.991847e+000,
7779502125, -4.959428e+000,
7796376750, -4.904623e+000,
7813251375, -4.905714e+000,
7830126000, -4.900344e+000,
7847000625, -4.909347e+000,
7863875250, -4.912806e+000,
7880749875, -4.903450e+000,
7897624500, -4.937204e+000,
7914499125, -4.982544e+000,
7931373750, -5.020062e+000,
7948248375, -5.081510e+000,
7965123000, -5.094806e+000,
7981997625, -5.076285e+000,
7998872250, -5.068866e+000,
8015746875, -5.023123e+000,
8032621500, -5.009155e+000,
8049496125, -5.020785e+000,
