"S21 Log Mag"
"Frequency (Hz)","dB",
9669460125, -5.019772e+000,
9686334750, -5.088155e+000,
9703209375, -5.008727e+000,
9720084000, -4.935592e+000,
9736958625, -4.988522e+000,
9753833250, -4.993325e+000,
9770707875, -5.029282e+000,
9787582500, -5.090906e+000,
9804457125, -5.013001e+000,
9821331750, -4.934297e+000,
9838206375, -4.945144e+000,
9855081000, -4.944597e+000,
9871955625, -4.964830e+000,
9888830250, -5.001306e+000,
9905704875, -4.970034e+000,
9922579500, -4.965465e+000,
9939454125, -5.024523e+000,
9956328750, -5.033707e+000,
9973203375, -5.022652e+000,
9990078000, -4.967397e+000,
10006952625, -4.990037e+000,
10023827250, -5.000702e+000,
10040701875, -5.001558e+000,
10057576500, -5.040109e+000,
10074451125, -5.011048e+000,
10091325750, -5.003818e+000,
10108200375, -5.029787e+000,
10125075000, -5.020351e+000,
10141949625, -4.994966e+000,
10158824250, -5.028069e+000,
10175698875, -5.054761e+000,
10192573500, -5.138811e+000,
10209448125, -5.148818e+000,
10226322750, -5.177331e+000,
10243197375, -5.293310e+000,
10260072000, -5.265125e+000,
10276946625, -5.181733e+000,
10293821250, -5.293713e+000,
10310695875, -5.311424e+000,
10327570500, -5.220905e+000,
10344445125, -5.214688e+000,
10361319750, -5.172956e+000,
10378194375, -5.188070e+000,
10395069000, -5.292532e+000,
10411943625, -5.254115e+000,
10428818250, -5.139967e+000,
10445692875, -5.163734e+000,
10462567500, -5.123549e+000,
10479442125, -5.104642e+000,
10496316750, -5.112253e+000,
10513191375, -5.140708e+000,
10530066000, -5.108497e+000,
10546940625, -5.143516e+000,
10563815250, -5.144349e+000,
10580689875, -5.213120e+000,
10597564500, -5.182791e+000,
10614439125, -5.165903e+000,
10631313750, -5.195551e+000,
10648188375, -5.165592e+000,
10665063000, -5.127259e+000,
10681937625, -5.144707e+000,
10698812250, -5.160205e+000,
10715686875, -5.239150e+000,
10732561500, -5.252337e+000,
10749436125, -5.209649e+000,
10766310750, -5.247846e+000,
10783185375, -5.231826e+000,
10800060000, -5.234324e+000,
10816934625, -5.225042e+000,
10833809250, -5.246338e+000,
10850683875, -5.290262e+000,
10867558500, -5.288450e+000,
10884433125, -5.249279e+000,
10901307750, -5.274895e+000,
10918182375, -5.314611e+000,
10935057000, -5.306368e+000,
10951931625, -5.397346e+000,
10968806250, -5.382414e+000,
10985680875, -5.307513e+000,
11002555500, -5.352098e+000,
11019430125, -5.349173e+000,
11036304750, -5.348851e+000,
11053179375, -5.380834e+000,
11070054000, -5.345318e+000,
11086928625, -5.298220e+000,
11103803250, -5.350999e+000,
11120677875, -5.358721e+000,
11137552500, -5.292206e+000,
11154427125, -5.304672e+000,
11171301750, -5.395034e+000,
11188176375, -5.471567e+000,
11205051000, -5.455286e+000,
11221925625, -5.355525e+000,
11238800250, -5.319599e+000,
11255674875, -5.349840e+000,
11272549500, -5.421513e+000,
11289424125, -5.471302e+000,
11306298750, -5.398801e+000,
11323173375, -5.335153e+000,
11340048000, -5.385832e+000,
11356922625, -5.303416e+000,
11373797250, -5.342862e+000,
11390671875, -5.379733e+000,
11407546500, -5.396453e+000,
11424421125, -5.426318e+000,
11441295750, -5.460409e+000,
11458170375, -5.421625e+000,
11475045000, -5.378226e+000,
11491919625, -5.375471e+000,
11508794250, -5.421518e+000,
11525668875, -5.475383e+000,
11542543500, -5.518099e+000,
11559418125, -5.549084e+000,
11576292750, -5.518717e+000,
11593167375, -5.547889e+000,
11610042000, -5.698719e+000,
11626916625, -5.709510e+000,
11643791250, -5.549968e+000,
11660665875, -5.480241e+000,
11677540500, -5.506088e+000,
11694415125, -5.530474e+000,
11711289750, -5.580344e+000,
11728164375, -5.598958e+000,
11745039000, -5.610687e+000,
11761913625, -5.724062e+000,
11778788250, -5.746288e+000,
11795662875, -5.611230e+000,
11812537500, -5.478399e+000,
11829412125, -5.479121e+000,
11846286750, -5.502479e+000,
11863161375, -5.564609e+000,
11880036000, -5.642944e+000,
11896910625, -5.662545e+000,
11913785250, -5.643680e+000,
11930659875, -5.602299e+000,
11947534500, -5.699873e+000,
11964409125, -5.706450e+000,
11981283750, -5.618338e+000,
11998158375, -5.550404e+000,
12015033000, -5.584524e+000,
12031907625, -5.605133e+000,
12048782250, -5.716294e+000,
12065656875, -5.723965e+000,
12082531500, -5.634479e+000,
12099406125, -5.667614e+000,
12116280750, -5.680216e+000,
12133155375, -5.654690e+000,
12150030000, -5.610569e+000,
12166904625, -5.617500e+000,
12183779250, -5.568792e+000,
12200653875, -5.559467e+000,
12217528500, -5.586577e+000,
12234403125, -5.640014e+000,
12251277750, -5.685891e+000,
12268152375, -5.747644e+000,
12285027000, -5.735443e+000,
12301901625, -5.677150e+000,
12318776250, -5.692315e+000,
12335650875, -5.790365e+000,
12352525500, -5.769557e+000,
12369400125, -5.709124e+000,
12386274750, -5.649150e+000,
12403149375, -5.636489e+000,
12420024000, -5.673603e+000,
12436898625, -5.698250e+000,
12453773250, -5.749559e+000,
12470647875, -5.868723e+000,
12487522500, -5.839283e+000,
12504397125, -5.754965e+000,
12521271750, -5.780888e+000,
12538146375, -5.742358e+000,
12555021000, -5.701773e+000,
12571895625, -5.760565e+000,
12588770250, -5.790136e+000,
12605644875, -5.826764e+000,
12622519500, -5.885864e+000,
12639394125, -5.872122e+000,
12656268750, -5.972243e+000,
12673143375, -6.061193e+000,
12690018000, -5.950707e+000,
12706892625, -5.871528e+000,
12723767250, -5.895460e+000,
12740641875, -5.857008e+000,
12757516500, -5.857265e+000,
12774391125, -5.936299e+000,
12791265750, -5.875418e+000,
12808140375, -5.925294e+000,
12825015000, -5.998307e+000,
12841889625, -5.962628e+000,
12858764250, -5.920080e+000,
12875638875, -5.969643e+000,
12892513500, -5.941549e+000,
12909388125, -6.040383e+000,
12926262750, -6.147102e+000,
12943137375, -6.110596e+000,
12960012000, -5.972071e+000,
12976886625, -5.865092e+000,
12993761250, -5.840884e+000,
13010635875, -5.942901e+000,
13027510500, -5.943702e+000,
13044385125, -5.965634e+000,
13061259750, -5.893462e+000,
13078134375, -5.828170e+000,
13095009000, -5.846492e+000,
13111883625, -5.848813e+000,
13128758250, -5.852397e+000,
13145632875, -5.852351e+000,
13162507500, -5.860714e+000,
13179382125, -5.949976e+000,
13196256750, -5.959185e+000,
13213131375, -5.923837e+000,
13230006000, -5.990763e+000,
13246880625, -5.931798e+000,
13263755250, -5.912204e+000,
13280629875, -6.016237e+000,
13297504500, -5.927149e+000,
13314379125, -5.975186e+000,
13331253750, -6.134380e+000,
13348128375, -6.117458e+000,
13365003000, -6.089368e+000,
13381877625, -6.142761e+000,
13398752250, -6.074034e+000,
13415626875, -6.121062e+000,
13432501500, -6.206028e+000,
13449376125, -6.080933e+000,
13466250750, -5.946048e+000,
13483125375, -5.929104e+000,
13500000000, -5.962249e+000,
